phone_id,phone_number,phone_type,imei,service_provider
PHONE-0381,+91 98765 00381,SmartPhone,860000000000381,Airtel
PHONE-0382,+91 98765 00382,FeaturePhone,860000000000382,Airtel
PHONE-0383,+91 98765 00383,SmartPhone,860000000000383,BSNL
PHONE-0384,+91 98765 00384,FeaturePhone,860000000000384,Vodafone-Idea
PHONE-0385,+91 98765 00385,VirtualNumber,860000000000385,BSNL
PHONE-0386,+91 98765 00386,VirtualNumber,860000000000386,Jio
PHONE-0387,+91 98765 00387,FeaturePhone,860000000000387,BSNL
PHONE-0388,+91 98765 00388,FeaturePhone,860000000000388,BSNL
PHONE-0389,+91 98765 00389,VirtualNumber,860000000000389,Jio
PHONE-0390,+91 98765 00390,VirtualNumber,860000000000390,Jio
PHONE-0391,+91 98765 00391,SmartPhone,860000000000391,Vodafone-Idea
PHONE-0392,+91 98765 00392,SmartPhone,860000000000392,Jio
PHONE-0393,+91 98765 00393,FeaturePhone,860000000000393,Jio
PHONE-0394,+91 98765 00394,VirtualNumber,860000000000394,Jio
PHONE-0395,+91 98765 00395,FeaturePhone,860000000000395,Airtel
PHONE-0396,+91 98765 00396,VirtualNumber,860000000000396,Vodafone-Idea
PHONE-0397,+91 98765 00397,SmartPhone,860000000000397,Jio
PHONE-0398,+91 98765 00398,FeaturePhone,860000000000398,Jio
PHONE-0399,+91 98765 00399,FeaturePhone,860000000000399,Vodafone-Idea
PHONE-0400,+91 98765 00400,FeaturePhone,860000000000400,BSNL
PHONE-0401,+91 98765 00401,SmartPhone,860000000000401,Airtel
PHONE-0402,+91 98765 00402,VirtualNumber,860000000000402,BSNL
PHONE-0403,+91 98765 00403,VirtualNumber,860000000000403,Airtel
PHONE-0404,+91 98765 00404,SmartPhone,860000000000404,Airtel
PHONE-0405,+91 98765 00405,SmartPhone,860000000000405,BSNL
PHONE-0406,+91 98765 00406,VirtualNumber,860000000000406,Airtel
PHONE-0407,+91 98765 00407,FeaturePhone,860000000000407,Airtel
PHONE-0408,+91 98765 00408,SmartPhone,860000000000408,BSNL
PHONE-0409,+91 98765 00409,VirtualNumber,860000000000409,Vodafone-Idea
PHONE-0410,+91 98765 00410,FeaturePhone,860000000000410,Vodafone-Idea
PHONE-0411,+91 98765 00411,VirtualNumber,860000000000411,Jio
PHONE-0412,+91 98765 00412,FeaturePhone,860000000000412,Vodafone-Idea
PHONE-0413,+91 98765 00413,VirtualNumber,860000000000413,Airtel
PHONE-0414,+91 98765 00414,SmartPhone,860000000000414,BSNL
PHONE-0415,+91 98765 00415,FeaturePhone,860000000000415,Vodafone-Idea
PHONE-0416,+91 98765 00416,VirtualNumber,860000000000416,BSNL
PHONE-0417,+91 98765 00417,VirtualNumber,860000000000417,Vodafone-Idea
PHONE-0418,+91 98765 00418,FeaturePhone,860000000000418,Vodafone-Idea
PHONE-0419,+91 98765 00419,SmartPhone,860000000000419,BSNL
PHONE-0420,+91 98765 00420,FeaturePhone,860000000000420,Jio
PHONE-0421,+91 98765 00421,SmartPhone,860000000000421,BSNL
PHONE-0422,+91 98765 00422,VirtualNumber,860000000000422,Vodafone-Idea
PHONE-0423,+91 98765 00423,VirtualNumber,860000000000423,Vodafone-Idea
PHONE-0424,+91 98765 00424,VirtualNumber,860000000000424,Vodafone-Idea
PHONE-0425,+91 98765 00425,SmartPhone,860000000000425,BSNL
PHONE-0426,+91 98765 00426,FeaturePhone,860000000000426,Jio
PHONE-0427,+91 98765 00427,VirtualNumber,860000000000427,Jio
PHONE-0428,+91 98765 00428,VirtualNumber,860000000000428,BSNL
PHONE-0429,+91 98765 00429,FeaturePhone,860000000000429,Airtel
PHONE-0430,+91 98765 00430,VirtualNumber,860000000000430,Vodafone-Idea
PHONE-0431,+91 98765 00431,SmartPhone,860000000000431,Airtel
PHONE-0432,+91 98765 00432,VirtualNumber,860000000000432,Vodafone-Idea
PHONE-0433,+91 98765 00433,VirtualNumber,860000000000433,Airtel
PHONE-0434,+91 98765 00434,VirtualNumber,860000000000434,Jio
PHONE-0435,+91 98765 00435,VirtualNumber,860000000000435,Jio
PHONE-0436,+91 98765 00436,FeaturePhone,860000000000436,BSNL
PHONE-0437,+91 98765 00437,SmartPhone,860000000000437,Vodafone-Idea
PHONE-0438,+91 98765 00438,VirtualNumber,860000000000438,Airtel
PHONE-0439,+91 98765 00439,SmartPhone,860000000000439,Vodafone-Idea
PHONE-0440,+91 98765 00440,FeaturePhone,860000000000440,BSNL
PHONE-0441,+91 98765 00441,SmartPhone,860000000000441,Airtel
PHONE-0442,+91 98765 00442,SmartPhone,860000000000442,Vodafone-Idea
PHONE-0443,+91 98765 00443,VirtualNumber,860000000000443,Vodafone-Idea
PHONE-0444,+91 98765 00444,SmartPhone,860000000000444,Vodafone-Idea
PHONE-0445,+91 98765 00445,FeaturePhone,860000000000445,Vodafone-Idea
PHONE-0446,+91 98765 00446,VirtualNumber,860000000000446,Vodafone-Idea
PHONE-0447,+91 98765 00447,SmartPhone,860000000000447,BSNL
PHONE-0448,+91 98765 00448,SmartPhone,860000000000448,Airtel
PHONE-0449,+91 98765 00449,SmartPhone,860000000000449,BSNL
PHONE-0450,+91 98765 00450,VirtualNumber,860000000000450,Vodafone-Idea
PHONE-0451,+91 98765 00451,SmartPhone,860000000000451,BSNL
PHONE-0452,+91 98765 00452,SmartPhone,860000000000452,Vodafone-Idea
PHONE-0453,+91 98765 00453,VirtualNumber,860000000000453,Jio
PHONE-0454,+91 98765 00454,FeaturePhone,860000000000454,Vodafone-Idea
PHONE-0455,+91 98765 00455,VirtualNumber,860000000000455,Vodafone-Idea
PHONE-0456,+91 98765 00456,VirtualNumber,860000000000456,BSNL
PHONE-0457,+91 98765 00457,VirtualNumber,860000000000457,Vodafone-Idea
PHONE-0458,+91 98765 00458,SmartPhone,860000000000458,Airtel
PHONE-0459,+91 98765 00459,FeaturePhone,860000000000459,Jio
PHONE-0460,+91 98765 00460,VirtualNumber,860000000000460,Vodafone-Idea
PHONE-0461,+91 98765 00461,VirtualNumber,860000000000461,Airtel
PHONE-0462,+91 98765 00462,VirtualNumber,860000000000462,Jio
PHONE-0463,+91 98765 00463,VirtualNumber,860000000000463,BSNL
PHONE-0464,+91 98765 00464,VirtualNumber,860000000000464,Vodafone-Idea
PHONE-0465,+91 98765 00465,VirtualNumber,860000000000465,BSNL
PHONE-0466,+91 98765 00466,SmartPhone,860000000000466,Airtel
PHONE-0467,+91 98765 00467,SmartPhone,860000000000467,Jio
PHONE-0468,+91 98765 00468,FeaturePhone,860000000000468,BSNL
PHONE-0469,+91 98765 00469,SmartPhone,860000000000469,Jio
PHONE-0470,+91 98765 00470,SmartPhone,860000000000470,Airtel
PHONE-0471,+91 98765 00471,FeaturePhone,860000000000471,BSNL
PHONE-0472,+91 98765 00472,FeaturePhone,860000000000472,BSNL
PHONE-0473,+91 98765 00473,VirtualNumber,860000000000473,Airtel
PHONE-0474,+91 98765 00474,FeaturePhone,860000000000474,Jio
PHONE-0475,+91 98765 00475,FeaturePhone,860000000000475,BSNL
PHONE-0476,+91 98765 00476,FeaturePhone,860000000000476,Jio
PHONE-0477,+91 98765 00477,VirtualNumber,860000000000477,Vodafone-Idea
PHONE-0478,+91 98765 00478,SmartPhone,860000000000478,BSNL
PHONE-0479,+91 98765 00479,FeaturePhone,860000000000479,Airtel
PHONE-0480,+91 98765 00480,FeaturePhone,860000000000480,Jio
PHONE-0481,+91 98765 00481,VirtualNumber,860000000000481,Vodafone-Idea
PHONE-0482,+91 98765 00482,VirtualNumber,860000000000482,Vodafone-Idea
PHONE-0483,+91 98765 00483,SmartPhone,860000000000483,BSNL
PHONE-0484,+91 98765 00484,FeaturePhone,860000000000484,Airtel
PHONE-0485,+91 98765 00485,SmartPhone,860000000000485,BSNL
PHONE-0486,+91 98765 00486,SmartPhone,860000000000486,Airtel
PHONE-0487,+91 98765 00487,VirtualNumber,860000000000487,Jio
PHONE-0488,+91 98765 00488,SmartPhone,860000000000488,Vodafone-Idea
PHONE-0489,+91 98765 00489,SmartPhone,860000000000489,Airtel
PHONE-0490,+91 98765 00490,VirtualNumber,860000000000490,Airtel
PHONE-0491,+91 98765 00491,SmartPhone,860000000000491,Airtel
PHONE-0492,+91 98765 00492,VirtualNumber,860000000000492,Airtel
PHONE-0493,+91 98765 00493,SmartPhone,860000000000493,Vodafone-Idea
PHONE-0494,+91 98765 00494,SmartPhone,860000000000494,Jio
PHONE-0495,+91 98765 00495,FeaturePhone,860000000000495,Airtel
PHONE-0496,+91 98765 00496,SmartPhone,860000000000496,Vodafone-Idea
PHONE-0497,+91 98765 00497,SmartPhone,860000000000497,Jio
PHONE-0498,+91 98765 00498,VirtualNumber,860000000000498,Jio
PHONE-0499,+91 98765 00499,SmartPhone,860000000000499,Jio
PHONE-0500,+91 98765 00500,FeaturePhone,860000000000500,Airtel
